ID,Category,Language,Collection,Genre,Pubdate,Author_Last,Author_First,Work.Title,Translation,PubHouse_Imprint,Prize_Prizewinner.,WinnerShortlist..PrizeWinner.,Author_Gender,Author_Nationality
"2010_Walton,Jo_AmongOthers_SF.txt",Fiction ,English ,,SF_YA,2010,Walton,Jo,AmongOthers,,,,,F,UK/Canada
"2011_Bick,IlsaJ_Ashes_SF.txt",Fiction ,English ,,SF_YA,2011,Bick,IlsaJ,Ashes,,,,,F,US 
"2011_Lu,Marie_Legend_SF.txt",Fiction ,English ,,SF_YA,2011,Lu,Marie,Legend,,,,,F,US/China
"2011_Revis,Beth_AcrosstheUniverse_SF.txt",Fiction ,English ,,SF_YA,2011,Revis,Beth,AcrosstheUniverse,,,,,F,US 
"2012_Fagan,Jenni_ThePanopticon_SF.txt",Fiction ,English ,,SF_YA,2012,Fagan,Jenni,ThePanopticon,,,,,F,UK
"2012_Mead,Richelle_TheImmortalCrown_SF.txt",Fiction ,English ,,SF_YA,2012,Mead,Richelle,TheImmortalCrown,,,,,F,US 
"2012_Walker,KarenThompson_TheAgeofMiracles_SF.txt",Fiction ,English ,,SF_YA,2012,Walker,KarenThompson,TheAgeofMiracles,,,,,F,US 
"2013_Bick,IlsaJ_Monsters_SF.txt",Fiction ,English ,,SF_YA,2013,Bick,IlsaJ,Monsters,,,,,F,US 
"2013_Kaufman,Amie_TheseBrokenStars_SF.txt",Fiction ,English ,,SF_YA,2013,Kaufman,Amie,TheseBrokenStars,,,,,F,US 
"2013_Kincaid,SJ_Vortex_SF.txt",Fiction ,English ,,SF_YA,2013,Kincaid,SJ,Vortex,,,,,F,US 
"2014_Gray,Claudia_AThousandPiecesofYou_SF.txt",Fiction ,English ,,SF_YA,2014,Gray,Claudia,AThousandPiecesofYou,,,,,F,US 
"2014_Itaranta,Emmi_MemoryofWater_SF.txt",Fiction ,English ,,SF_YA,2014,Itaranta,Emmi,MemoryofWater,,,,,F,Finland
"2015_Dawson,DelilahS_Hit_SF.txt",Fiction ,English ,,SF_YA,2015,Dawson,DelilahS,Hit,,,,,F,US 
"2015_Ee,Susan_EndofDays_SF.txt",Fiction ,English ,,SF_YA,2015,Ee,Susan,EndofDays,,,,,F,US 
"2015_Headley,MariaDahvana_Magonia_SF.txt",Fiction ,English ,,SF_YA,2015,Headley,MariaDahvana,Magonia,,,,,F,US 
"2015_Matson,Lynne_NilUnlocked_SF.txt",Fiction ,English ,,SF_YA,2015,Matson,Lynne,NilUnlocked,,,,,F,US 
"2014_Rowell,Rainbow_Landline_SF.txt",Fiction ,English ,,YA,2014,Rowell,Rainbow,Landline,,,,,F,US 
"2011_Mann,CharlesC_1493UncoveringtheNewWorld_HIST.txt",Nonfiction,English ,,HIST,2011,Mann,CharlesC,1493UncoveringtheNewWorld,,,,,M,US
"2003_Landay,William_MissionFlats_MY.txt",Fiction ,English,,MY,2003,Landay,William,MissionFlats,,,,,M,US
"2005_Johnson,Craig_TheColdDish_MY.txt",Fiction ,English,,MY,2005,Johnson,Craig,TheColdDish,,,,,M,US
"2010_Burke,JamesLee_TheGlassRainbow_MY.txt",Fiction ,English,,MY,2010,Burke,JamesLee,TheGlassRainbow,,,,,M,US
"2010_Connolly,John_TheWhisperers_MY.txt",Fiction ,English,,MY,2010,Connolly,John,TheWhisperers,,,,,M,Ireland
"2010_Dugoni,Robert_BodilyHarm_MY.txt",Fiction ,English,,MY,2010,Dugoni,Robert,BodilyHarm,,,,,M,US
"2010_Robotham,Michael_BleedForMe_MY.txt",Fiction ,English ,,MY,2010,Robotham,Michael,BleedForMe,,,,,M,Australia
"2011_Aaronovitch,Ben_MidnightRiot_MY.txt",Fiction ,English ,,MY,2011,Aaronovitch,Ben,MidnightRiot,,,,,M,UK
"2011_Vicary,Tim_BoldCounsel_MY.txt",Fiction ,English ,,MY,2011,Vicary,Tim,BoldCounsel,,,,,M,UK
"2012_Barclay,Linwood_TrustYourEyes_MY.txt",Fiction ,English ,,MY,2012,Barclay,Linwood,TrustYourEyes,,,,,M,US/Canada
"2012_Burke,JamesLee_CreoleBelle_MY.txt",Fiction ,English ,,MY,2012,Burke,JamesLee,CreoleBelle,,,,,M,US
"2012_Crais,Robert_Taken_MY.txt",Fiction ,English ,,MY,2012,Crais,Robert,Taken,,,,,M,US
"2012_Fforde,Jasper_TheWomanWhoDiedaLot_MY.txt",Fiction ,English ,,MY,2012,Fforde,Jasper,TheWomanWhoDiedaLot,,,,,M,UK
"2012_Hobbs,Roger_Ghostman_MY.txt",Fiction ,English ,,MY,2012,Hobbs,Roger,Ghostman,,,,,M,US
"2012_Kellerman,Jonathan_Victims_MY.txt",Fiction ,English ,,MY,2012,Kellerman,Jonathan,Victims,,,,,M,US
"2012_Rankin,Ian_StandinginAnotherMansGrave_MY.txt",Fiction ,English ,,MY,2012,Rankin,Ian,StandinginAnotherMansGrave,,,,,M,Scotland
"2012_Robotham,Michael_SayYoureSorry_MY.txt",Fiction ,English ,,MY,2012,Robotham,Michael,SayYoureSorry,,,,,M,Australia
"2012_Ronald,RD_TheZombieRoom_MY.txt",Fiction ,English ,,MY,2012,Ronald,RD,TheZombieRoom,,,,,M,UK
"2012_Runcie,James_SidneyChambersandTheShadow_MY.txt",Fiction ,English ,,MY,2012,Runcie,James,SidneyChambersandTheShadow,,,,,M,UK
"2012_Sloan,Robin_MrPenumbras24Hour_MY.txt",Fiction ,English ,,MY,2012,Sloan,Robin,MrPenumbras24Hour,,,,,M,US
"2013_Connelly,Michael_TheGodsofGuilt_MY.txt",Fiction ,English ,,MY,2013,Connelly,Michael,TheGodsofGuilt,,,,,M,US
"2013_Crais,Robert_Suspect_MY.txt",Fiction ,English ,,MY,2013,Crais,Robert,Suspect,,,,,M,US
"2013_Crouch,Blake_Wayward_MY.txt",Fiction ,English ,,MY,2013,Crouch,Blake,Wayward,,,,,M,US
"2013_Rankin,Ian_SaintsoftheShadowBible_MY.txt",Fiction ,English ,,MY,2013,Rankin,Ian,SaintsoftheShadowBible,,,,,M,Scotland
"2013_Smith,AlexanderMccall_TheMinorAdjustmentBeauty_MY.txt",Fiction ,English ,,MY,2013,Smith,AlexanderMccall,TheMinorAdjustmentBeauty,,,,,M,Zimbabwe/UK
"2013_Tyson,Wendy_KillerImage_MY.txt",Fiction ,English ,,MY,2013,Tyson,Wendy,KillerImage,,,,,M,US
"2013_Winspear,Jacqueline_LeavingEverythingMostLoved_MY.txt",Fiction ,English ,,MY,2013,Winspear,Jacqueline,LeavingEverythingMostLoved,,,,,M,UK
"2013_Zander,Joakim_TheSwimmer_MY.txt",Fiction ,English ,,MY,2013,Zander,Joakim,TheSwimmer,Swedish,,,,M,Sweden
"2013_Ziskin,JamesW_Styx&Stones_MY.txt",Fiction ,English ,,MY,2013,Ziskin,JamesW,Styx&Stones,,,,,M,US
"2014_Abani,Chris_TheSecretHistoryofLasVegas_MY.txt",Fiction ,English ,,MY,2014,Abani,Chris,TheSecretHistoryofLasVegas,,,,,M,Nigeria/US
"2014_AdlerOlsen,Jussi_TheMarcoEffect_MY.txt",Fiction ,English ,,MY,2014,AdlerOlsen,Jussi,TheMarcoEffect,Danish,,,,M,Denmark
"2014_Atkins,Ace_RobertBParkersCheapShot_MY.txt",Fiction ,English ,,MY,2014,Atkins,Ace,RobertBParkersCheapShot,,,,,M,US
"2014_Barclay,Linwood_NoSafeHouse_MY.txt",Fiction ,English ,,MY,2014,Barclay,Linwood,NoSafeHouse,,,,,M,US/Canada
"2014_Bouman,Tom_DryBonesintheValley_MY.txt",Fiction ,English ,,MY,2014,Bouman,Tom,DryBonesintheValley,,,,,M,US
"2014_Box,CJ_StoneCold_MY.txt",Fiction ,English ,,MY,2014,Box,CJ,StoneCold,,,,,M,US
"2014_Bradley,Alan_TheDeadinTheirVaulted_MY.txt",Fiction ,English ,,MY,2014,Bradley,Alan,TheDeadinTheirVaulted,,,,,M,Canada
"2014_Cash,Wiley_ThisDarkRoadtoMercy_MY.txt",Fiction ,English ,,MY,2014,Cash,Wiley,ThisDarkRoadtoMercy,,,,,M,US
"2014_Connelly,Michael_TheBurningRoom_MY.txt",Fiction ,English ,,MY,2014,Connelly,Michael,TheBurningRoom,,,,,M,US
"2014_Connolly,John_TheWolfinWinter_MY.txt",Fiction ,English ,,MY,2014,Connolly,John,TheWolfinWinter,,,,,M,Ireland
"2014_Deaver,Jeffery_TheBoneCollector_MY.txt",Fiction ,English ,,MY,2014,Deaver,Jeffery,TheBoneCollector,,,,,M,US
"2014_Dugoni,Robert_MySistersGrave_MY.txt",Fiction ,English ,,MY,2014,Dugoni,Robert,MySistersGrave,,,,,M,US
"2014_Eskens,Allen_TheLifeWeBury_MY.txt",Fiction ,English ,,MY,2014,Eskens,Allen,TheLifeWeBury,,,,,M,US
"2014_Hendrix,Grady_Horrorstor_MY.txt",Fiction ,English ,,MY,2014,Hendrix,Grady,Horrorstor,,,,,M,US
"2014_Lashner,William_Bagmen_MY.txt",Fiction ,English ,,MY,2014,Lashner,William,Bagmen,,,,,M,US
"2014_Lashner,William_TheBarkeep_MY.txt",Fiction ,English ,,MY,2014,Lashner,William,TheBarkeep,,,,,M,US
"2014_McKenzie,CB_BadCountry_MY.txt",Fiction ,English ,,MY,2014,McKenzie,CB,BadCountry,,,,,M,US
"2014_Murphy,Hunter_ImogeneinNewOrleans_MY.txt",Fiction ,English ,,MY,2014,Murphy,Hunter,ImogeneinNewOrleans,,,,,M,US
"2014_Nesbo,Jo_TheSon_MY.txt",Fiction ,English ,,MY,2014,Nesbo,Jo,TheSon,Norwegian,,,,M,Norway
"2014_Neville,Stuart_TheFinalSilence_MY.txt",Fiction ,English ,,MY,2014,Neville,Stuart,TheFinalSilence,,,,,M,Northern Ireland
"2014_Papernick,Jonathan_TheBookofStone_MY.txt",Fiction ,English ,,MY,2014,Papernick,Jonathan,TheBookofStone,,,,,M,Canada/US
"2014_Pryor,Mark_TheBloodPromise_MY.txt",Fiction ,English ,,MY,2014,Pryor,Mark,TheBloodPromise,,,,,M,UK
"2014_Pryor,Mark_TheButtonMan_MY.txt",Fiction ,English ,,MY,2014,Pryor,Mark,TheButtonMan,,,,,M,UK
"2014_Rickstad,Eric_TheSilentGirls_MY.txt",Fiction ,English ,,MY,2014,Rickstad,Eric,TheSilentGirls,,,,,M,US
"2014_Shafer,David_WhiskeyTangoFoxtrot_MY.txt",Fiction ,English ,,MY,2014,Shafer,David,WhiskeyTangoFoxtrot,,,,,M,US
"2014_Smith,AlexanderMccall_TheHandsomeMansDeLuxe_MY.txt",Fiction ,English ,,MY,2014,Smith,AlexanderMccall,TheHandsomeMansDeLuxe,,,,,M,UK
"2014_Smith,TomRob_TheFarm_MY.txt",Fiction ,English ,,MY,2014,Smith,TomRob,TheFarm,,,,,M,UK
"2014_Stelmach,Orest_TheBoyWhoGlowedintheDark_MY.txt",Fiction ,English ,,MY,2014,Stelmach,Orest,TheBoyWhoGlowedintheDark,,,,,M,US
"2015_Aaronovitch,Ben_FoxgloveSummer_MY.txt",Fiction ,English ,,MY,2015,Aaronovitch,Ben,FoxgloveSummer,,,,,M,UK
"2015_Atkins,Ace_RobertBParkersKickback_MY.txt",Fiction ,English ,,MY,2015,Atkins,Ace,RobertBParkersKickback,,,,,M,US
"2015_Berry,Steve_ThePatriotThreat_MY.txt",Fiction ,English ,,MY,2015,Berry,Steve,ThePatriotThreat,,,,,M,US
"2015_Box,CJ_Endangered_MY.txt",Fiction ,English ,,MY,2015,Box,CJ,Endangered,,,,,M,US
"2015_Bradley,Alan_AsChimneySweepersCometoDust_MY.txt",Fiction ,English ,,MY,2015,Bradley,Alan,AsChimneySweepersCometoDust,,,,,M,Canada
"2015_Child,Lincoln_TheForgottenRoom_MY.txt",Fiction ,English ,,MY,2015,Child,Lincoln,TheForgottenRoom,,,,,M,US
"2015_Coben,Harlan_TheStranger_MY.txt",Fiction ,English ,,MY,2015,Coben,Harlan,TheStranger,,,,,M,US
"2015_Cotterill,Colin_SixandaHalfDeadlySins_MY.txt",Fiction ,English ,,MY,2015,Cotterill,Colin,SixandaHalfDeadlySins,,,,,M,UK
"2015_Deaver,Jeffery_SolitudeCreek_MY.txt",Fiction ,English ,,MY,2015,Deaver,Jeffery,SolitudeCreek,,,,,M,US
"2015_Green,Simon_TheDarkSideoftheRoad_MY.txt",Fiction ,English ,,MY,2015,Green,Simon,TheDarkSideoftheRoad,,,,,M,UK
"2015_Hunter,Stephen_IRipper_MY.txt",Fiction ,English ,,MY,2015,Hunter,Stephen,IRipper,,,,,M,US
"2015_Iles,Greg_TheBoneTree_MY.txt",Fiction ,English ,,MY,2015,Iles,Greg,TheBoneTree,,,,,M,US
"2015_Johnson,Craig_DryBones_MY.txt",Fiction ,English ,,MY,2015,Johnson,Craig,DryBones,,,,,M,US
"2015_Johnston,Tim_Descent_MY.txt",Fiction ,English ,,MY,2015,Johnston,Tim,Descent,,,,,M,US
"2015_Kellerman,Jonathan_Motive_MY.txt",Fiction ,English ,,MY,2015,Kellerman,Jonathan,Motive,,,,,M,US
"2015_King,Stephen_FindersKeepers_MY.txt",Fiction ,English ,,MY,2015,King,Stephen,FindersKeepers,,,,,M,US
"2015_Lanyon,Josh_WinterKill_MY.txt",Fiction ,English ,,MY,2015,Lanyon,Josh,WinterKill,,,,,M,UK
"2015_Matthews,Jason_PalaceofTreason_MY.txt",Fiction ,English ,,MY,2015,Matthews,Jason,PalaceofTreason,,,,,M,US
"2015_Mosley,Walter_AndSometimesIWonder_MY.txt",Fiction ,English ,,MY,2015,Mosley,Walter,AndSometimesIWonder,,,,,M,US
"2015_Palmer,Daniel_Desperate_MY.txt",Fiction ,English ,,MY,2015,Palmer,Daniel,Desperate,,,,,M,US
"2015_Patterson,James_14thDeadlySin_MY.txt",Fiction ,English ,,MY,2015,Patterson,James,14thDeadlySin,,,,,M,US
"2015_Patterson,James_Unlucky13_MY.txt",Fiction ,English ,,MY,2015,Patterson,James,Unlucky13,,,,,M,US
"2015_Pearl,Matthew_TheLastBookaneer_MY.txt",Fiction ,English ,,MY,2015,Pearl,Matthew,TheLastBookaneer,,,,,M,US
"2015_Sandford,John_GatheringPrey_MY.txt",Fiction ,English ,,MY,2015,Sandford,John,GatheringPrey,,,,,M,US
"2015_Stelmach,Orest_TheAlterGirl_MY.txt",Fiction ,English ,,MY,2015,Stelmach,Orest,TheAlterGirl,,,,,M,US
"2015_Swanson,Peter_TheKindWorthKilling_MY.txt",Fiction ,English ,,MY,2015,Swanson,Peter,TheKindWorthKilling,,,,,M,US
"2015_Thomas,Rob_VeronicaMars_MY.txt",Fiction ,English ,,MY,2015,Thomas,Rob,VeronicaMars,,,,,M,US
"2015_Tremayne,SK_TheIceTwins_MY.txt",Fiction ,English ,,MY,2015,Tremayne,SK,TheIceTwins,,,,,M,UK
"2016_Berry,Steve_The14thColony_MY.txt",Fiction,English,,MY,2016,Berry,Steve,The 14th Colony,,,,,M,
"2016_Castle,Jack_WhiteDeath_MY.txt",Fiction,English,,MY,2016,Castle,Jack,White Death,,,,,M,
"2016_Deaver,Jeffery_TheSteelKiss_MY.txt",Fiction,English,,MY,2016,Deaver,Jeffery,The Steel Kiss,,,,,M,
"2016_Dugoni,Robert_IntheClearing_MY.txt",Fiction,English,,MY,2016,Dugoni,Robert,In the Clearing,,,,,M,
"2016_Dunnett,Gregg_TheWaveatHangingRock_MY.txt",Fiction,English,,MY,2016,Dunnett,Gregg,The Wave at Hanging Rock,,,,,M,
"2016_Greaney,Mark_TomClancyTrueFaithandAllegiance_MY.txt",Fiction,English,,MY,2016,Greaney,Mark,Tom Clancy True Faith and Allegaince,,,,,M,
"2016_Marsden,Monty_Missing_MY.txt",Fiction,English,,MY,2016,Marsden,Monty,Missing,,,,,M,
"2016_Nance,John_FinalApproach_MY.txt",Fiction,English,,MY,2016,Nance,John,Final Approach,,,,,M,
"2016_Olsen,Gregg_TheSoundofRain_MY.txt",Fiction,English,,MY,2016,Olsen,Gregg,The Sound of Rain,,,,,M,
"2016_Patterson,James_15thAffair_MY.txt",Fiction,English,,MY,2016,Patterson,James,15th Affair,,,,,M,
"2016_Patterson,James_Bullseye_MY.txt",Fiction,English,,MY,2016,Patterson,James,Bullseye,,,,,M,
"2016_Pembrery,Daniel_TheHarbourMaster_MY.txt",Fiction,English,,MY,2016,Pembrey,Daniel,The Harbour Master,,,,,M,
"2016_Pierce,Blake_ATraceofDeath_MY.txt",Fiction,English,,MY,2016,Pierce,Blake,A Trace of Death,,,,,M,
"2016_Pierce,Blake_CausetoRun_MY.txt",Fiction,English,,MY,2016,Pierce,Blake,Cause to Run,,,,,M,
"2016_Rankin,Ian_RatherBeTheDevil_MY.txt",Fiction,English,,MY,2016,Rankin,Ian,Rather Be the Devil,,,,,M,
"2016_Raven,James_TheDepraved_MY.txt",Fiction,English,,MY,2016,Raven,James,The Depraved,,,,,M,
"2016_Rollins,James_TheSeventhPlague_MY.txt",Fiction,English,,MY,2016,Rollins,James,The Seventh Plague,,,,,M,
"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt",Fiction,English,,MY,2016,Russell Fearn,John,The Five Matchboxes,,,,,M,
"2016_Smitherd,Luke_KillSomeone_MY.txt",Fiction,English,,MY,2016,Smitherd,Luke,Kill Someone,,,,,M,
"2016_Sveen,Gard_TheLastPilgrim_MY.txt",Fiction,English,,MY,2016,Sveen,Gard,The Last Pilgrim,,,,,M,
"2016_Thacker,Nick_TheIceChasm_MY.txt",Fiction,English,,MY,2016,Thacker,Nick,The Ice Chasm,,,,,M,
"2016_Thor,Brad_ForeignAgent_MY.txt",Fiction,English,,MY,2016,Thor,Brad,Foreign Agent,,,,,M,
"2016_Walsh,Dan_RememberingDresden_MY.txt",Fiction,English,,MY,2016,Walsh,Dan,Remembering Dresden,,,,,M,
"2016_Hart,Joe_TheLastGirl_MY.txt",Fiction,English,,MY_SF,2016,Hart,Joe,The Last Girl,,,,,M,
"2013_Krueger,WilliamKent_OrdinaryGrace_MY.txt",Fiction ,English ,,MY_YA,2013,Krueger,WilliamKent,OrdinaryGrace,,,,,M,US
"2015_Walsh,MO_MySunshineAway_MY.txt",Fiction ,English ,,MY_YA,2015,Walsh,MO,MySunshineAway,,,,,M,US
"2013_Simsion,Graeme_TheRosieProject_ROM.txt",Fiction ,English,,ROM,2013,Simsion,Graeme,TheRosieProject,,,,,M,Australia
"2015_Harper,ES_UnexpectedFate_ROM.txt",Fiction ,English,,ROM,2015,Harper,ES,UnexpectedFate,,,,,M,US
"2014_Sternbergh,Adam_ShovelReady_MY.txt",Fiction ,English ,,SF,2014,Sternbergh,Adam,ShovelReady,,,,,M,Canada/US
"2016_Hamilton,PeterF_ANightWithoutStars_SF.txt",Fiction,English,,SF,2016,Hamilton,Peter F.,A Night Without Stars,,Del Rey,,,M,
"2016_Houghton,Jude_Autonomy_SF.txt",Fiction,English,,SF,2016,Houghton,Jude,Autonomy,,"Kristell Ink, Grimbold Books",,,M,
"2016_Sanderson,Brandon_Calamity_SF.txt",Fiction,English,,SF,2016,Sanderson,Brandon,Calamity,,Delacorte Press,,,M,
"2016_DeLonge,Tom_ChasingShadows_SF.txt",Fiction,English,,SF,2016,"DeLonge, Hartley","Tom, AJ",Chasing Shadows,,To The Stars��__��,,,M,
"2016_Lee,YoonHa_NinefoxGambit_SF.txt",Fiction,English,,SF,2016,Lee,Yoon Ha,Ninefox Gambit,,Solaris,,,M,
"2016_Vassanji,MG_Nostaligia_SF.txt",Fiction,English,,SF,2016,Vassanji,M. G,Nostalgia,,Doubleday,,,M,
"2016_Sterling,Bruce_PirateUtopia_SF.txt",Fiction,English,,SF,2016,Sterling,Bruce,Pirate Utopia,,Tachyon Publications,,,M,
"2016_Sawyer,RobertJ_QuantumNight_SF.txt",Fiction,English,,SF,2016,Sawyer,Robert J.,Quantum Night,,Viking,,,M,
"2016_Cronin,Justin_TheCityofMirrors_SF.txt",Fiction,English,,SF,2016,Cronin,Justin,The City of Mirrors,,Doubleday,,,M,
"2016_BAxter,Stephen_TheMedusaChronicles_SF.txt",Fiction,English,,SF,2016,"Baxter, Reynolds","Stephen, Alastair",The Medusa Chronicles,,Saga Press,,,M,
"2016_Sapkowski,Andrzej_TheTowerofSwallows_SF.txt",Fiction,English,,SF,2016,Sapkowski,Andrzej,The Tower of Swallows,,Orbit,,,M,
"2016_Tieryas,Peter_UnitedStatesofJapan_SF.txt",Fiction,English,,SF,2016,Tieryas,Peter,United States of Japan,,Angry Robot,,,M,
"2016_Weber,David_ShadowofVictory_SF.txt",Fiction,English,,SF,2016,Weber,David,Shadow of Victory,,Baen Books,,,M,
"2016_Healy,MarkR_DawnofProcyon_SF.txt",Fiction,English,,SF,2016,Healy,Mark R.,Dawn of Procyon,,Future House Publishing,,,M,
"2016_Fox,Richard_TheXarosReckoning_SF.txt",Fiction,English,,SF,2016,Fox,Richard,The Xaros Reckoning,,Triplane Press,,,M,
"2010_Barnes,John_Directive51_SF.txt",Fiction ,English ,,SF ,2010,Barnes,John,Directive51,,,,,M,US 
"2010_Bear,Greg_HullZeroThree_SF.txt",Fiction ,English ,,SF ,2010,Bear,Greg,HullZeroThree,,,,,M,US 
"2010_Cronin,Justin_ThePassage_SF.txt",Fiction ,English ,,SF ,2010,Cronin,Justin,ThePassage,,,,,M,US 
"2010_Gonzales,Laurence_Lucy_SF.txt",Fiction ,English ,,SF ,2010,Gonzales,Laurence,Lucy,,,,,M,US 
"2010_Haldeman,Joe_Starbound_SF.txt",Fiction ,English ,,SF ,2010,Haldeman,Joe,Starbound,,,,,M,US 
"2010_Maberry,Jonathan_RotandRuin_SF.txt",Fiction ,English ,,SF ,2010,Maberry,Jonathan,RotandRuin,,,,,M,US 
"2010_Rajaniemi,Hannu_TheQuantumThief_SF.txt",Fiction ,English ,,SF ,2010,Rajaniemi,Hannu,TheQuantumThief,,,,,M,Finland
"2010_Richards,DouglasE_Wired_SF.txt",Fiction ,English ,,SF ,2010,Richards,DouglasE,Wired,,,,,M,US 
"2010_Ringo,John_LiveFreeorDie_SF.txt",Fiction ,English ,,SF ,2010,Ringo,John,LiveFreeorDie,,,,,M,US 
"2010_Shteyngart,Gary_SuperSadTrueLoveStory_SF.txt",Fiction ,English ,,SF ,2010,Shteyngart,Gary,SuperSadTrueLoveStory,,,,,M,US/Russia
"2010_Tufo,Mark_ZombieFallout_SF.txt",Fiction ,English ,,SF ,2010,Tufo,Mark,ZombieFallout,,,,,M,US 
"2011_Brooks,Albert_2030_SF.txt",Fiction ,English ,,SF ,2011,Brooks,Albert,2030,,,,,M,US 
"2011_Corey,JamesSA_LeviathanWakes_SF.txt",Fiction ,English ,,SF ,2011,Corey,JamesSA,LeviathanWakes,,,,,M,US 
"2011_Forstchen,WilliamR_OneSecondAfter_SF.txt",Fiction ,English ,,SF ,2011,Forstchen,WilliamR,OneSecondAfter,,,,,M,US 
"2011_Herbert,Brian_Hellhole_SF.txt",Fiction ,English ,,SF ,2011,Herbert,Brian,Hellhole,,,,,M,US 
"2011_Hertling,William_AvogadroCorp_SF.txt",Fiction ,English ,,SF ,2011,Hertling,William,AvogadroCorp,,,,,M,US 
"2011_Huston,Charlie_Sleepless_SF.txt",Fiction ,English ,,SF ,2011,Huston,Charlie,Sleepless,,,,,M,US 
"2011_Mayer,AndrewP_HeartsofSmokeandStream_SF.txt",Fiction ,English ,,SF ,2011,Mayer,AndrewP,HeartsofSmokeandStream,,,,,M,US 
"2011_McDevitt,Jack_Firebird_SF.txt",Fiction ,English ,,SF ,2011,McDevitt,Jack,Firebird,,,,,M,US 
"2011_McIntosh,Will_SoftApocalypse_SF.txt",Fiction ,English ,,SF ,2011,McIntosh,Will,SoftApocalypse,,,,,M,US 
"2011_Nickle,David_Eutopia_SF.txt",Fiction ,English ,,SF ,2011,Nickle,David,Eutopia,,,,,M,Canada
"2011_Ringo,John_Citadel_SF.txt",Fiction ,English ,,SF ,2011,Ringo,John,Citadel,,,,,M,US 
"2011_Scalzi,John_FuzzyNation_SF.txt",Fiction ,English ,,SF ,2011,Scalzi,John,FuzzyNation,,,,,M,US 
"2011_Shean,Michael_ShadowofaDeadStar_SF.txt",Fiction ,English ,,SF ,2011,Shean,Michael,ShadowofaDeadStar,,,,,M,US 
"2011_Stephenson,Neal_Reamde_SF.txt",Fiction ,English ,,SF ,2011,Stephenson,Neal,Reamde,,,,,M,US 
"2011_Stross,Charles_Rule34_SF.txt",Fiction ,English ,,SF ,2011,Stross,Charles,Rule34,,,,,M,UK
"2011_Vinge,Vernor_ChildrenoftheSky_SF.txt",Fiction ,English ,,SF ,2011,Vinge,Vernor,ChildrenoftheSky,,,,,M,US 
"2011_Weir,Andy_TheMartian_SF.txt",Fiction ,English ,,SF ,2011,Weir,Andy,TheMartian,,,,,M,US 
"2011_Whitehead,Colson_ZoneOne_SF.txt",Fiction ,English ,,SF ,2011,Whitehead,Colson,ZoneOne,,,,,M,US 
"2011_Wilson,DanielH_Robopocalypse_SF.txt",Fiction ,English ,,SF ,2011,Wilson,DanielH,Robopocalypse,,,,,M,US 
"2012_Adams,David_Lacuna_SF.txt",Fiction ,English ,,SF ,2012,Adams,David,Lacuna,,,,,M,US 
"2012_Banks_Banks,IainM_SF.txt",Fiction ,English ,,SF ,2012,Banks,,"Banks,IainM",,,,,M,UK
"2012_Boudinot,Ryan_BlueprintsoftheAfterlife_SF.txt",Fiction ,English ,,SF ,2012,Boudinot,Ryan,BlueprintsoftheAfterlife,,,,,M,US 
"2012_Brin,David_Existence_SF.txt",Fiction ,English ,,SF ,2012,Brin,David,Existence,,,,,M,US 
"2012_Buckell,TobiasS_ArcticRising_SF.txt",Fiction ,English ,,SF ,2012,Buckell,TobiasS,ArcticRising,,,,,M,US/Grenada
"2012_Crouch,Blake_Pines_SF.txt",Fiction ,English ,,SF ,2012,Crouch,Blake,Pines,,,,,M,US 
"2012_Gould,Steven_Impulse_SF.txt",Fiction ,English ,,SF ,2012,Gould,Steven,Impulse,,,,,M,US 
"2012_Harkaway,Nick_Angelmaker_SF.txt",Fiction ,English ,,SF ,2012,Harkaway,Nick,Angelmaker,,,,,M,UK
"2012_Heller,Peter_TheDogStars_SF.txt",Fiction ,English ,,SF ,2012,Heller,Peter,TheDogStars,,,,,M,US 
"2012_Howey,Hugh_Wool_SF.txt",Fiction ,English ,,SF ,2012,Howey,Hugh,Wool,,,,,M,US 
"2012_Jones,PaulAntony_ExtinctionPoint_SF.txt",Fiction ,English ,,SF ,2012,Jones,PaulAntony,ExtinctionPoint,,,,,M,UK
"2012_Lerner,EdwardM_Energized_SF.txt",Fiction ,English ,,SF ,2012,Lerner,EdwardM,Energized,,,,,M,US 
"2012_Molles,DJ_TheRemaining_SF.txt",Fiction ,English ,,SF ,2012,Molles,DJ,TheRemaining,,,,,M,US 
"2012_Mullin,Mike_AshenWinter_SF.txt",Fiction ,English ,,SF ,2012,Mullin,Mike,AshenWinter,,,,,M,US 
"2012_Naam,Ramez_Nexus_SF.txt",Fiction ,English ,,SF ,2012,Naam,Ramez,Nexus,,,,,M,US/Egypt
"2012_Rajaniemi,Hannu_TheFractalPrince_Sf.txt",Fiction ,English ,,SF ,2012,Rajaniemi,Hannu,TheFractalPrince,,,,,M,Finland
"2012_Roberts,Adam_JackGlass_SF.txt",Fiction ,English ,,SF ,2012,Roberts,Adam,JackGlass,,,,,M,UK
"2012_Sawyer,RobertJ_Triggers_SF.txt",Fiction ,English ,,SF ,2012,Sawyer,RobertJ,Triggers,,,,,M,Canada
"2012_Shepherd,Mike_KrisLongknife_SF.txt",Fiction ,English ,,SF ,2012,Shepherd,Mike,KrisLongknife,,,,,M,US 
"2012_Slattery,BrianFrancis_LostEverything_SF.txt",Fiction ,English ,,SF ,2012,Slattery,BrianFrancis,LostEverything,,,,,M,US 
